Tree #,Month,Cone Stage,Scale Thickness (mm),Seed #,Conopthorus sp. (Beetle larva) ,Megastigmus (Wasp),Midge,Pinyon bore moth,Spider ,Unknown Seed insect,Comments,name,Cone Stage,,1,Young small cones,,,,,,,,,,,,,,
21,November,1,5,0,0,3,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,November,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,November,3,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,November,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,November,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,December,2,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,December,2,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,December,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,December,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,December,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,December,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,December,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,December,3,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,December,2,6,4,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,December,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,December,1,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,December,1,3,0,0,3,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,December,1,5.5,10,5,2,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,December,2,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,December,2,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,December,1,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,December,3,4,0,0,3,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,December,3,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,December,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,December,1,3.5,0,4,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,December,1,3,0,4,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,December,3,3.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,December,2,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,December,3,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,December,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,December,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,December,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,December,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,December,2,2,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,December,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,December,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,December,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,December,1,2,0,0,3,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,December,2,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,December,2,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,December,3,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,December,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,December,3,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,December,3,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,December,3,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,December,1,3,1,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,December,1,4,0,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,December,2,5,2,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,December,2,5.5,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,December,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,December,3,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,December,1,4.5,1,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,December,2,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,December,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,December,3,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,December,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,December,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,December,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,December,3,7,2,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,December,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,December,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,December,2,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,December,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,December,3,8,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,December,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,December,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,December,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,December,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,December,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,December,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,September ,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,September ,3,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
19,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,September ,2,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
15,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,September ,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
2,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,September ,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,September ,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
7,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,September ,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,September ,2,5,4,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
3,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,September ,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
21,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
5,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,September ,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,September ,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
16,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,September ,1,7,6,2,1,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,September ,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,September ,2,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
20,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,September ,1,6,2,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,September ,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,September ,3,6,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
8,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,September ,1,4,2,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,September ,1,3,2,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,September ,2,5,1,0,2,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
11,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,September ,2,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,September ,2,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
9,September ,2,3.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,September ,1,5,0,2,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,September ,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
14,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,September ,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,September ,3,3,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,September ,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
12,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
18,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,September ,3,2.5,2,3,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,September ,1,5,0,1,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,September ,3,3.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,September ,2,4.5,1,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
10,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
17,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,September ,2,7,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
6,September ,2,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
4,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,September ,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,September ,3,5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,September ,3,4.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,September ,3,5.5,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,September ,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,
13,September ,3,4,0,0,0,0,0,0,0,0,MR,,,,,,,,,,,,,,,,,,